,0
331,405.97203484453166
332,395.82109439414273
333,330.28734159582524
334,307.816799750612
335,267.3961839080322
336,267.63398986263576
337,268.61576871151374
338,252.40347769507716
339,259.2787917278062
340,262.53667886468986
341,271.44293043710553
342,276.36208098243924
343,292.19804407226565
344,290.72885295716424
345,289.2306638675286
346,285.1354229239437
347,278.99352920085244
348,253.22469876745163
349,247.50961916203053
350,254.38047125971005
351,246.75853779401658
352,248.37809567119035
353,227.96399203315374
354,207.1525008003075
355,218.57096464042715
356,225.5146340715666
357,225.65406712236071
358,223.92771430993955
359,216.19651755735575
360,225.31164609849034
361,221.0260339816755
362,204.67572911974273
363,202.66798643842665
364,196.9040872291798
365,190.71366852295594
366,193.0014764669569
367,210.62542397475488
368,210.43695326600914
369,208.60378583675887
370,208.16651740644517
371,220.2672550874924
372,227.79464340524984
373,234.20009879396474
374,230.33373666698958
375,222.48115167094042
376,216.7337493146696
377,218.47115993016664
378,222.77277933891108
379,215.06599990659092
380,219.0156778359905
381,237.86482053937547
382,225.22288253244847
383,209.01774820703363
384,220.18421758764617
385,216.39222017005798
386,209.03080734754056
387,217.75333826633397
388,208.6291735988097
389,208.34545921912283
390,212.736268772694
391,212.21784794333007
392,220.98027803937586
393,202.46004747894403
394,203.6967028379869
395,214.07282617028608
396,215.38029553242617
397,225.6347177885906
398,228.64641599744917
399,234.0659475412421
400,237.8082464232882
401,239.35084305302775
402,236.7322527187007
403,229.57469493500724
404,246.20729056599382
405,243.43348495687565
406,210.75880905407433
407,216.0558617058725
408,211.15218872477115
409,208.75922429540822
410,210.71557873743413
411,211.91224503433529
412,205.68720757114508
413,195.28866438187492
414,199.49272626946797
415,203.844101784859
416,201.63007799827008
417,201.95518286929882
418,194.49810879746735
419,197.45944884920036
420,202.59097668895504
421,180.48054238181868
422,178.14391428998124
423,173.4827052028019
424,179.98601303293705
425,179.398060504176
426,181.95822170028885
427,186.02173286373684
428,191.73531555131984
429,185.24581887101
430,197.6985808704331
431,217.6005877258086
432,223.90807773397344
433,224.18674502967366
434,222.25596582668558
435,228.41499061193568
436,215.15702876139986
437,213.25055841925223
438,219.9040172004968
439,214.8145764273996
440,215.57534200472685
441,227.0596675324297
442,234.33796190425932
443,237.40071087591556
444,254.83705013131114
445,260.15243091173613
446,266.23500286223623
447,308.175273351686
448,336.758881018003
449,317.15109407576955
450,312.779518108229
451,313.3526871499753
452,351.9588123181866
453,380.3380884714746
454,384.12862866021476
455,369.73567583218534
456,362.22711468985614
457,340.46585116087897
458,310.4135281717265
459,296.899554636091
460,298.3867162386307
461,321.99734835398374
462,318.61553043198006
463,326.29074557511836
464,313.5211096703026
465,309.29539881331704
466,312.0877984405017
467,316.94060654349096
468,322.5752496905233
469,335.3273668368243
470,342.39162646679364
471,352.7794087521258
472,342.6473340394311
473,342.0924774113303
474,324.6218769235045
475,317.30930645299185
476,306.1699905823508
477,286.1862934545611
478,278.58921222535196
479,281.8019449294438
480,296.97721947135136
481,303.5677940669246
482,280.9322523750307
483,254.03560129874393
484,250.0997897357115
485,249.83947609514462
486,263.16524406298083
487,260.1298413843081
488,267.07272140916746
489,256.79318794602847
490,238.3380427830403
491,230.84961350188044
492,234.24991267388958
493,227.23078341242723
494,254.03615632078143
495,255.74277170988813
496,267.56088079060027
497,256.84883370175385
498,263.21991974894115
499,259.55499125028143
500,250.62035778698097
501,251.41389821184038
502,259.46958436495055
503,263.9932550156843
504,257.57300358359305
505,256.9452584756932
506,251.92607103327515
507,242.63494319520555
508,246.48571306549167
509,245.86105325446198
510,238.85482573960414
511,246.00419448398966
512,245.3119235415969
513,242.04060618658986
514,264.76845094362767
515,263.58781048253627
516,242.8118431817285
517,235.32406636903437
518,238.90965467232934
519,248.32885884997188
520,251.56266452954412
521,248.54590776784673
522,252.9861410578522
523,264.8827678185659
524,263.80101600807006
525,257.41473049546084
526,275.4395801103092
527,255.80367159034668
528,261.6583435198355
529,256.0550115128612
530,264.8760422114947
531,267.18182345760505
532,282.5370960815625
533,287.87781755478346
534,295.4203663396378
535,282.3863062075734
536,289.0305850135828
537,284.95133649334
538,268.9190363025909
539,257.427204142923
540,261.959423078705
541,285.88411169226805
542,295.52919261069843
543,301.0798069680754
544,283.37388641539
545,293.5942351147135
546,305.68414781951014
547,294.4421230454472
548,289.31622975542354
549,284.700671058517
550,291.26867157119324
551,293.5090493326372
552,282.9838699278877
553,268.7634161269144
554,278.45020698080947
555,287.71883563963587
556,286.1721495366017
557,290.34670270057126
558,278.782961256597
559,294.5968899283182
560,303.90549171914796
561,299.0360444196227
562,295.581905276758
563,284.6576789862205
564,282.6599887479086
565,300.4863350930417
566,301.86395468055264
567,333.3539928359779
568,327.00350061437774
569,341.0421948299908
570,324.62063999931445
571,323.8572775550728
572,336.23123663185294
573,331.5425556720623
574,327.7888479439979
575,321.69988981924973
576,319.730737332301
577,342.23232717522103
578,335.639952936337
579,336.06733273422566
580,339.90320858821025
581,347.4755282818999
582,338.7123588087784
583,289.39968839915934
584,287.9605461383109
585,273.1639503555223
586,276.4456223303963
587,284.54337931949203
588,289.951134246108
589,290.16436612385513
590,298.79871990520525
591,303.1992318662428
592,301.37035876539727
593,296.45244247911813
594,291.8775132902692
595,303.07967512758
596,304.0014212725684
597,312.06703402473903
598,336.97995423131465
599,318.47338122212255
600,332.69984459275656
601,336.0612120875063
602,331.7944337886264
603,339.58473699588933
604,355.2307373814356
605,354.99805407284737
606,352.84397456421317
607,406.7419825929775
608,396.56461937078393
609,404.46923260684304
610,443.16012875849265
611,455.09217679465706
612,453.63510771670116
613,461.970361504794
614,476.4755236583955
615,480.10915763732964
616,509.53585303406226
617,487.9299083593109
618,514.375384718433
619,527.822083373143
620,500.2433495295245
621,518.9832292536244
622,498.84726652591746
623,518.9196141442186
624,544.01579846839
625,575.9926334970786
626,589.4387139047877
627,633.8097072644345
628,599.4063933440665
629,558.8095526865441
630,568.1336501727128
631,561.6080737790746
632,550.1185185395261
633,543.4946414253772
634,567.3703987330836
635,583.5085079882551
636,564.5496412884546
637,562.1726448796021
638,579.3021371567198
639,571.8709781646329
640,584.8011385948329
641,606.5702800463878
642,606.9962930348872
643,614.6853192678153
644,594.0497990960336
645,582.8782995465191
646,564.5362166965997
647,557.2475841635725
648,556.6866662476459
649,558.3939871957131
650,568.3338856890293
651,573.2260761196623
652,569.6238170075038
653,544.5637314774124
654,499.53236927756245
655,472.77784566424594
656,483.9763654370264
657,505.5561297425022
658,486.61565326303463
659,463.0929112276168
660,466.8678657922993
661,470.8854483397527
662,483.3679769382962
663,490.03674725257497
664,480.6366053761135
665,477.4786824937579
666,451.01957355014986
667,449.6273079600873
668,460.0672942317254
669,487.4576584995247
670,464.7251770095408
671,475.4252449282992
672,507.9389329726383
673,530.2108316358467
674,535.0248730172107
675,507.11892319590964
676,532.9641609981742
677,514.6039884580564
678,529.3126431688613
679,532.1667653485786
680,563.0943499913515
681,549.7715700889954
682,566.7771411622043
683,574.7188152668995
684,609.0420630002279
685,661.7326518410578
686,694.9198746299182
687,697.2573180619022
688,715.432826037544
689,750.1504569131405
690,784.7058319458112
691,767.5226337015972
692,744.7730709225856
693,728.830719236038
694,686.3087823520983
695,671.5433887979746
696,684.418583808992
697,659.8064065254355
698,648.6765004816677
699,663.3422560869553
700,618.7726334352823
701,623.4769355709179
702,619.4774429231232
703,615.3631566459446
704,611.9077950947561
705,576.9669031758662
706,569.3968441918729
707,619.3931651585598
708,654.8897241064765
709,625.9928844725706
710,645.208343743102
711,668.7709773413043
712,661.7957231591984
713,695.3688403735995
714,720.2436152195496
715,718.7085344009337
716,737.8953389515559
717,744.8866111376053
718,733.3718381149146
719,715.9943138684251
720,699.0364364249327
721,679.0484848762429
722,683.6828196960079
723,664.4844743164338
724,667.9828666919668
725,672.0395650428763
726,675.1221664404587
727,685.3182931791497
728,663.294045091726
729,636.5780629917612
730,601.8877136088736
731,604.1648495976289
732,604.735753225135
733,584.7978132612817
734,598.0026432135205
735,583.3608698876217
736,630.7958980093434
737,615.7732469133966
738,667.1832652336899
739,610.4541276681679
740,618.1265289508227
741,601.9095114253965
742,627.2429837323702
743,643.5676121512844
744,665.81805923021
745,657.9503955829825
746,667.4822368065571
747,694.5899210171132
748,665.0518703617297
749,633.997665575445
750,580.2164716234332
751,504.4235428556252
752,501.28189487531154
753,487.3483696640201
754,476.7408275004183
755,500.9514969485534
756,502.42361370801603
757,500.94602835527866
758,462.94172579592976
759,440.94650947286465
760,438.1235656931001
761,454.6784998151064
762,452.7243249360376
763,473.7750880446858
764,477.74715252769704
765,469.64899963167437
766,480.85048130639734
767,480.6239359548499
768,452.25369196280536
769,435.83533770507813
770,418.32812704294577
771,416.5423225733052
772,459.2017571779262
773,441.4463868461237
774,416.3857261879839
775,434.03180132907755
776,472.2733324130254
777,460.21676097718137
778,447.7501773897558
779,443.29297024172547
780,438.8171960932784
781,411.35208899907946
782,434.0790709013339
783,423.9247324110745
784,414.7794759330968
785,424.41743774086785
786,428.1502379788412
787,460.0537805494367
788,457.0021034600493
789,476.3544667331096
790,470.870762841514
791,462.22024653774946
792,439.894559004954
793,447.7254451950998
794,444.35240652966087
795,421.99519662654143
796,448.8073242747804
797,439.8207044800959
798,440.3513945881964
799,408.78837020234414
800,362.71354188977426
801,357.9768827525184
802,361.2860483631133
803,357.831652451766
804,341.8399411558138
805,332.77926979161106
806,315.1666899241346
807,321.28744700683154
808,324.8497636753791
809,356.3098511060496
810,327.85633090517825
811,321.0870431068536
812,304.81633407433094
813,303.4569454561125
814,308.631531428846
815,297.33235053563567
816,290.64843380607294
817,290.2172739481399
818,283.0069855123949
819,287.3647713147895
820,299.86621683355725
821,302.99357050786256
822,282.2901644411379
823,283.4044141866974
824,283.1932309472486
825,296.1055414487397
826,272.8480292040271
827,264.75018824346097
828,271.42275434725775
829,282.5437015340158
830,285.3441195112421
831,285.9716482848129
832,298.49634897505575
833,296.76961395100074
834,291.02702053242893
835,312.87377430599787
836,303.3202770541165
837,319.6354420769491
838,323.89978616006897
839,331.38228721448866
840,338.2823827713595
841,338.489431486224
842,339.06483952677877
843,342.7250653582355
844,334.24446323167666
845,310.83234430860847
846,320.01086099721175
847,322.9619101393713
848,320.8545880232695
849,335.0612880286583
850,319.2895838441295
851,301.322811659247
852,284.337466708077
853,300.4900877958732
854,292.79228260675427
855,283.77648427918825
856,292.2977481098056
857,280.58506761738977
858,271.16811066334503
859,289.3091250676525
860,296.28774690137874
861,282.2028308244168
862,279.0420738017191
863,290.8408161533253
864,286.5161915753281
865,268.45883224344806
866,259.37512216349825
867,243.65303224484072
868,256.9054242394963
869,260.44748906427134
870,257.20627863265196
871,249.03770286088118
872,242.7442954536499
873,258.4237388569794
874,269.2214804601991
875,273.2016384283788
876,274.49220753581
877,270.7160063466954
878,257.2079312637653
879,276.171677739021
880,270.8436207688825
881,262.13098142660624
882,258.44686970511253
883,266.7229016291437
884,273.79407774087247
885,293.1618559283694
886,305.68217859573684
887,314.15626058699587
888,321.0542731640605
889,325.67232031581256
890,337.6378899293784
891,332.39435368296233
892,346.40423995764354
893,352.5556908746397
894,356.1649946183046
895,351.113990131373
896,347.02263097158175
897,358.33511560549164
898,362.2598208833734
899,362.97956236932515
900,370.0539864280342
901,376.0910326896206
902,374.0881164502685
903,358.1179726046897
904,365.4640539528434
905,384.20035574090207
906,395.71503570303685
907,391.9395548384342
908,399.62938009868304
909,374.2517394898463
910,390.91467992000986
911,427.60463327727547
912,413.2641234530077
913,425.0816227278134
914,412.9354508235344
915,379.13027847953646
916,368.86422880216486
917,387.14717002623627
918,346.6570425369953
919,356.4119747742596
920,360.5932720592285
921,364.9773694607371
922,362.6502782975607
923,365.7713192821195
924,355.85500566027616
925,353.5294489953791
926,368.018196646361
927,393.9649145402063
928,379.7161591928089
929,376.01938229145793
930,383.5074065965286
931,392.2895432268793
932,385.6652292453725
933,385.5799814790663
934,361.8859707870456
935,372.6227666711604
936,340.8312487488241
937,336.95677518893757
938,343.464046894795
939,323.60890666433033
940,343.39267582104696
941,345.83441457153083
942,334.30099852200397
943,343.3373666381313
944,335.35546586136877
945,339.3925277720512
946,361.89233324403983
947,373.2042562717628
948,383.1867227078922
949,386.47710501273525
950,388.7204480753011
951,382.8170860396432
952,365.2952810191674
953,367.8529709722059
954,379.5720950211459
955,392.3810008736134
956,395.98774868241134
957,401.6954374862692
958,407.3260730319423
959,415.6369582864793
960,396.0264840356553
961,405.12915152630563
962,412.7510330147598
963,394.6244509433987
964,395.21393173157975
965,413.0039113387412
966,414.734437443622
967,415.2748163688533
968,395.7326820636143
969,393.6992449410116
970,410.30054834320526
971,428.97324024291044
972,410.61617148002506
973,399.66187808588404
974,435.7708917556415
975,427.9937572065604
976,420.5430459699729
977,448.46563193739604
978,458.7572861654176
979,442.8465045553838
980,436.23976447491987
981,440.71461226902926
982,438.55782377162166
983,441.9165824426021
984,449.1878431988047
985,453.468255544564
986,443.88202567463276
987,435.10434933411767
988,441.9276029102992
989,432.60868174889305
990,432.0658772571024
991,437.4050551860421
992,427.80266761460217
993,413.9688266835606
994,423.01692705921397
995,416.9988516293881
996,406.91705047697985
997,417.3582833971482
998,419.914940013884
999,432.60171841677595
1000,421.98416752979034
1001,428.0578110664224
1002,434.3217770759707
1003,438.3972439003794
1004,406.6087284017958
1005,426.0329284799684
1006,423.90770928513336
1007,409.48935354703946
1008,401.4920079058021
1009,409.27093263439514
1010,412.4548096750916
1011,401.9293581334235
1012,395.29388289151393
1013,421.24868709016187
1014,447.02727834001496
1015,431.58849376124437
1016,412.08947040812643
1017,393.8618132755935
1018,381.87463025680177
1019,394.1435897601467
1020,380.1875552069287
1021,389.2022143481788
1022,398.3321112623453
1023,394.8765236519694
1024,397.8973327762688
1025,399.9577358394136
1026,397.35784509934075
1027,407.12589567610786
1028,387.9564592008643
1029,395.65584858436034
1030,400.99396610514594
1031,397.4127813753734
1032,389.711971029912
1033,382.00386216820885
1034,356.48242541355677
1035,354.3739046822553
1036,344.5328426730203
1037,356.27974143185276
1038,340.94383769651563
1039,330.8170396687249
1040,358.4964349031148
1041,372.14201491176266
1042,365.7694201209329
1043,363.5283951575939
1044,360.7265006104998
1045,373.6012733888057
1046,368.86682287877005
1047,357.54891668447823
1048,356.7182194919346
1049,337.98567246540733
1050,327.1619323091597
1051,312.9927897537854
1052,322.51687087565466
1053,339.5849977079668
1054,346.2335274547821
1055,341.7022844673137
1056,329.1818648950445
1057,328.29798497382495
1058,326.91858409413976
1059,313.7282439687967
1060,320.3621548228748
1061,320.5517045286733
1062,302.42548650933935
1063,285.14288154701643
1064,326.10935075921054
1065,328.9414835539999
1066,345.6206996004593
1067,337.7696708306371
1068,333.1844299550602
1069,332.58150014108577
1070,301.6561024260907
1071,285.20658788964846
1072,298.14227280643536
1073,305.9307637172899
1074,299.6955754746345
1075,299.4616406179662
1076,287.4976910412494
1077,284.7887073842339
1078,276.84310763437435
1079,264.47662075975194
1080,271.6268034801268
1081,267.9740019510877
1082,280.8950983984513
1083,276.7113403577861
1084,287.82163386819957
1085,282.6469124598699
1086,303.14544957240645
1087,302.7348950788531
1088,332.5860014797986
1089,325.5027803611989
1090,313.16409510366503
1091,320.82264804607286
1092,320.8640273982368
1093,335.3621278856038
1094,331.1387500377796
1095,335.1602759993345
1096,350.77391343825684
1097,361.6977858065409
1098,340.5905246016558
1099,343.0361349897363
1100,326.327693958783
1101,323.47728331643685
1102,305.7774630529032
1103,314.52642423252524
1104,301.7233489363373
1105,308.9073037464832
1106,330.98864797531417
1107,316.9972658244172
1108,327.3915039767154
1109,316.7117586914009
1110,324.9581227864512
1111,328.0443929648636
1112,336.1737121997429
1113,325.8444575937879
1114,315.1191314674962
1115,335.9186652954818
1116,341.2546498420042
1117,351.3344870534982
1118,345.4214416673349
1119,371.94581720576684
1120,379.95215653935253
1121,399.7522511190842
1122,415.750391980408
1123,414.57752166953753
1124,394.0350285822541
1125,415.4811600404986
1126,409.7771287620352
1127,428.2574308675213
1128,424.75955450383674
1129,409.57448128471776
1130,454.54802274565674
1131,480.5310206306834
1132,510.0510844609589
1133,554.0059157783988
1134,528.268481767476
1135,552.5939270164811
1136,516.6116965339029
1137,499.5181956869657
1138,487.95523546136303
1139,509.8750320071724
1140,513.1029673193674
1141,537.464288284407
1142,566.070273543938
1143,582.9217280121097
1144,563.6053705063217
1145,604.188556571855
1146,605.3366335325755
1147,588.9791757635571
1148,597.1305427589405
1149,591.1852540070286
1150,556.840229860724
1151,508.98732040125725
1152,491.85178929560874
1153,501.0609554951544
1154,490.38684632169065
1155,482.43749190764987
1156,484.6036770684961
1157,467.19526743909347
1158,477.04590207208355
1159,451.23489390443166
1160,414.70752203499916
1161,418.796746371482
1162,405.57883615431723
1163,452.3252507069926
1164,449.808556921848
1165,442.58508288892506
1166,433.3790900171063
1167,447.4647338646169
1168,432.2602089286903
1169,423.29204332989224
1170,406.84426838639644
1171,414.2226338780116
1172,381.8752349135224
1173,354.6226314125777
1174,368.8956721509907
1175,377.13979728036367
1176,355.7795473024553
1177,346.9859333537758
1178,350.14439402708143
1179,354.16609172624936
1180,343.3930437080914
1181,348.31480472380775
1182,351.64974276418167
1183,357.9259710397382
1184,347.38296630876147
1185,338.4264980673002
1186,333.800325732542
1187,335.48230455358254
1188,350.90057970179686
1189,348.94627260184814
1190,362.48388524309667
1191,405.9946493377138
1192,384.1302984534848
1193,402.99750859340753
1194,406.6207049644943
1195,424.774006778275
1196,457.2228637913493
1197,462.9562614113932
1198,426.6230860263991
1199,431.0337824394559
1200,415.83468427343524
1201,433.96611293607293
1202,451.03649398003824
1203,476.60806050870383
1204,488.28920616465075
1205,459.3241277714857
1206,474.91248380410804
1207,466.34861486015586
1208,459.9194865620416
1209,453.03134414435846
1210,458.9358558300468
1211,436.5532927011247
1212,454.81017113691365
1213,472.5808037479245
1214,465.8437594024542
1215,458.4740791121144
1216,476.932565302923
1217,446.51876261262765
1218,412.58737817793053
1219,409.4061308957373
1220,424.8188175819557
1221,341.21910257414305
1222,313.2804171578143
1223,301.1031088412531
1224,323.77670688157644
1225,329.0793601282438
1226,335.5574894962629
1227,319.87147340082686
1228,315.82084661537306
1229,303.9131350237056
1230,315.52228904756157
1231,319.4922525413343
1232,338.2379022349969
1233,331.95586323950704
1234,330.30661688788365
1235,324.56779544047447
1236,310.24244051497317
1237,292.319018333759
1238,274.6483209790448
1239,265.9822124330969
1240,256.11234027285525
1241,234.13999659609556
1242,245.42773649907784
1243,225.96043261471593
1244,230.81716996149564
1245,219.15765532847664
1246,223.05508513641735
1247,232.47180567543452
1248,224.72550267560828
1249,225.7635496905751
1250,216.9913309393545
1251,219.0669462700771
1252,219.54768989872005
1253,224.69405313237482
1254,215.0028747177406
1255,222.3187904552158
1256,219.8130265018352
1257,207.38352176302033
1258,207.86361086216868
1259,217.77743742851968
1260,217.13551179798068
1261,204.38889158996327
1262,203.34947150282133
1263,198.22188720655177
1264,190.334349330804
1265,193.20213307469174
1266,183.63369744234313
1267,183.14378059287736
1268,193.75567676438473
1269,189.18126319896652
1270,188.86501796195773
1271,186.74049319482384
1272,177.01682990124635
1273,177.5670329890835
1274,188.3202779091992
1275,187.24328565550408
1276,183.67768388603082
1277,189.18455314780536
1278,181.79377667570574
1279,195.58605082938976
1280,205.08446325335171
1281,201.4831335866851
1282,198.00563167427117
1283,215.29818606018827
1284,224.39697587554016
1285,221.33180710159314
1286,226.10894418729396
1287,222.49022107459166
1288,216.3709833870646
1289,207.65985060073487
1290,211.66520513772338
1291,193.48135255624098
1292,199.4991193909551
1293,201.76185768552955
1294,199.00911416817237
1295,196.80302734981453
1296,187.49513585875357
1297,189.900360046021
1298,191.15324072896036
1299,170.83877492034117
1300,170.3661690853875
1301,173.5815020878426
1302,183.4127073373441
1303,174.58422829303257
1304,170.2466322196775
1305,159.08918787457569
1306,152.73149195761556
1307,152.10175005321653
1308,153.21353228339765
1309,135.2283983286465
1310,134.55188714507042
1311,134.3998178006369
1312,135.62021974195915
1313,133.78995064949265
1314,141.2285828120802
1315,144.40408648499024
1316,142.8768529041794
1317,143.93553276449998
1318,148.25480430377343
1319,146.57007987818528
1320,146.53152898522865
1321,148.34004783860567
1322,146.14555836982746
1323,147.80888877914313
1324,147.94485183278394
1325,147.7016415068411
1326,149.85348451832755
1327,155.69839357721185
1328,149.82187856098292
1329,151.19885577413027
1330,144.34682312898983
1331,147.01713320829802
1332,149.7429260668778
1333,153.22335782754308
1334,158.36053103332156
1335,156.9832991148246
1336,158.64548340672695
1337,163.25245392354796
1338,158.8532154388573
1339,151.96131327320168
1340,153.23319533123376
1341,159.5766500459886
1342,157.00153292646644
1343,140.10115107138438
1344,137.55767518642153
1345,135.56562525128638
1346,134.62850338308826
1347,133.2009991471921
1348,125.69175359816586
1349,134.88887692796658
1350,137.73356003205183
1351,129.3923889543115
1352,128.73270752142722
1353,121.94683810436278
1354,127.30999579610115
1355,137.5407930424988
1356,132.95826758069322
1357,126.82571607092952
1358,134.20731070090642
1359,134.2304604251531
